Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
50643,Taste of the Wild Rocky Mountain Grain-Free Canned Cat Food,Taste of the Wild,29.41,30.96,231,4.0,84,"Made with real salmon as the first ingredient along with other protein-rich ingredients including chicken, roasted venison and ocean fish in a savory stew for lean nutrition and to help support strong muscles.,Natural recipe with added vitamins and powerful antioxidants from real fruits and vegetables support overall health, while omega-3 and omega-6 fatty acids support healthy skin and coat.,Made with ingredients from trusted and sustainable sources with no grain, corn, wheat, filler, artificial flavors, colors or preservatives makes this recipe perfect for sensitive felines.,Nutrient-rich and highly digestible recipe made with prebiotic fiber and nutrients from sweet potatoes, blueberries and raspberries.,Made in the USA by a family owned and run company with the most scientifically advanced food safety protocols because your pal deserves nothing but the best!",,Wet Food,Adult,Chunks in Gravy,Grain-Free,Can
52763,"Hill's Science Diet Adult Tender Tuna Dinner Canned Cat Food, 5.5-oz, case of 24",Hill's Science Diet,32.88,37.99,60,4.5,93,"The perfect balance of the delicious taste of tender tuna chunks in gravy.,Includes key nutrients to promote an ideal body weight and support healthy digestion.,Contains components such as taurine to help maintain vision and heart function.,Free of artificial flavors and preservatives for the perfect balance of taste and nutrition.,A complete and balanced diet recommended for adult cats 1-6 years of age.",,Wet Food,Adult,Chunks in Gravy,,Can
76322,"Friskies Indoor Flaked Ocean Whitefish Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,12.99,16.99,101,4.5,96,"Features real fish for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for indoor cats and kittens, on its own or as a delicious kibble topper.,Yummy sauce helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",9.4,Wet Food,Adult,Flaked,"Indoor, Pea-Free",Can
152238,"Only Natural Pet Grass-Fed Beef Bone Broth for Dogs & Cats, 17-oz box",Only Natural Pet,5.99,0.0,50,3.9,80,"Made using grass-fed, human-grade beef—so you know your furry family member is getting ingredients that you would trust putting in your own bowl.,This added nutritional boost uses real vegetables and leafy greens to pack more vitamins and minerals into your pal's day.,Use as a delicious topper, rehydrate freeze-dried meals, or feed this broth as a lickable treat—the paw-sibilities are endless.,Economical treat only requires two tablespoons of broth for every 20 pounds of body weight!,Easy-to-serve treat comes already made, so it's easier than ever for busy pet parents to spoil their furbabies.",1.0625,Food Topping,Adult,,"Human-Grade, Pea-Free",Box
149738,"Meow Mix Simple Servings With Real Chicken Breast In Gravy Cat Food Trays, 1.3-oz, case of 24",Meow Mix,10.68,0.0,41,4.6,93,"Savory, easy-to-serve meals made with delicious, real, grain-free chicken breast in a savory chicken broth your cat craves.,Specially designed 1.3-oz single-serve, mess-free portions, so there are no leftovers and no cleanups necessary.,100% complete and balanced nutrition for your adult cat’s maintenance with vital protein and vegetables.,With these easy-to-open cans, you won’t need to hassle with a fork or spoon, so it’s easy to serve your pal.,Made with yummy, nutritious ingredients and essential vitamins and mineral, but no fillers or meat by-products.",2.932,Wet Food,Adult,Chunks in Gravy,,Tray
57600,"Royal Canin Veterinary Diet Dental Dry Cat Food, 7.7-lb bag",Royal Canin Veterinary Diet,42.99,0.0,101,4.8,96,"Formulated by veterinarians to address dental issues in adult cats like tartar buildup, bad breath and loose teeth.,Provides complete and balanced nutrition for every breed of adult cat and alleviates feline dental problems.,Specifically designed kibble shape and texture creates a brushing effect during chewing, reducing amount of plaque.,Sodium tripolyphosphate (STPP) binds salivary calcium, preventing the buildup of harmful tartar or dental calculus.,Promotes a healthy urinary system with Royal Canin Urinary S/O Index® to prevent the formation of harmful crystals.",7.7,Dry Food,Adult,,"Pea-Free, Veterinary Diet",
141248,Purina ONE True Instinct Natural Grain-Free with Ocean Whitefish Dry Cat Food,Purina ONE,27.99,0.0,123,4.8,94,"Features real ocean whitefish as the first ingredient in a grain-free recipe that’s ideally suited for cats with food allergies or sensitivities.,Protein-rich formula is fortified with a comprehensive array of essential vitamins and minerals for complete and balanced nutrition.,Crunchy kibble is combined with unique tender, meaty morsels to simulate the texture variety experienced in nature and help prevent food boredom.,Every ingredient serves a purpose with 0% fillers, no poultry by-product meal, and no artificial colors, flavors or preservatives.,Proudly produced in the USA in a Purina-owned facility using high-quality ingredients for quality and safety.",14.4,Dry Food,Adult,,Grain-Free,
48978,Hill's Science Diet Adult Hairball Control Savory Chicken Entree Canned Cat Food,Hill's Science Diet,37.68,42.79,98,4.5,94,"The delectable taste of high quality lean protein promotes lean muscle.,Includes key nutrients to help prevent hairballs and maintain healthy organs.,Contains components such as taurine to help maintain vision and heart function.,Free of artificial flavors and preservatives for the perfect balance of taste and nutrition.,A complete and balanced diet recommended for adult cats 1-6 years of age.",,Wet Food,Adult,Minced,,Can
103409,"Sheba Perfect Portions Grain-Free Gourmet Salmon Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,19.2,21.36,53,4.7,98,"Made with real, high-quality salmon and chicken in a tempting gravy sure to please your kitty!,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,There's two fresh meals in each tray. Simple break apart, peel, and serve. No need to refrigerate leftovers your cat refuses to eat.,Made in the USA!",,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
76342,"Friskies Tasty Treasures Gravy Chicken & Liver Wet Cat Food, 5.5-oz can, case of 24",Friskies,12.99,16.98,87,4.3,88,"Wet food recipe features real chicken in gravy for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",9.4,Wet Food,Adult,Chunks in Gravy,,Can
67968,"Purina Pro Plan Savor Adult Turkey & Rice Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,60,4.8,95,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real turkey and rice smothered in gravy provides the ultimate texture, taste, and nutrition your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
64263,Merrick Purrfect Bistro Grain-Free Turkey Pate Canned Cat Food,Merrick,38.66,0.0,110,4.2,84,"Grain-free recipe features protein-rich turkey and chicken as the top ingredients for the nutrients to support healthy muscles and energy.,Formulated to provide a complete and balanced diet for cats and kittens, with targeted blend of vitamins, minerals and taurine.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy skin and lustrous fur.,Delectable pate texture is great for picky eaters, and provides essential moisture to keep your pal hydrated and healthy.,Made in the USA with zero grains, wheat, corn, soy, artificial colors, flavors or preservatives and contains yucca schidigera to promote gentle digestion.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein, Pea-Free",Can
67948,"Purina Pro Plan Chicken, Pasta & Spinach Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,30,4.5,97,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée with chicken and pasta, complimented by spinach smothered in gravy, provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
102323,Purina Beyond Grain-Free Pate 3 Flavors Variety Pack Canned Cat Food,Purina Beyond,5.86,6.28,184,4.2,90,"Real proteins like chicken, ocean whitefish, or wild salmon are the #1 ingredients in these foods for adult cats. Vitamins and minerals are added to make them a complete and balanced meal so your cat can live a long, healthy life.,There's no grains, corn, wheat or soy so it's a great option for pet parents that are concerned with allergies, obesity and digestibility.,Quality proteins are used in each formula and there's no poultry by-product meal, added artificial colors, flavors, or preservatives so you can feel confident about feeding your loved one.,This 6-count variety pack of pate style recipes each contain nutrient packed vegetable accents while added Taurine helps to support eyesight and heart health.,Made in the USA!",,Wet Food,Adult,Pate,"Grain-Free, No Corn No Wheat No Soy, Pea-Free","Can, Variety Pack"
77979,"Rachael Ray Nutrish Chicken Purrcata Natural Grain-Free Wet Cat Food, 2.8-oz, case of 24",Rachael Ray Nutrish,20.16,28.56,108,4.2,86,"Real chicken is the #1 ingredient in this wholesome cat food for any life stage. It's complete and balance nutrition with added vitamins, minerals, and Taurine to support overall wellbeing.,Lean chicken gives your cat the essential nutrients she needs to support lean muscle mass and healthy organs.,There's no grain, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,There's no meat by-products or fillers, so you can be confident in feeding your loved one.,There also aren't any artificial flavors, colors, or preservatives, just simple natural ingredients.",,Wet Food,Adult,Shredded,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
94010,"Hill's Science Diet Adult Healthy Cuisine Seared Tuna & Carrot Medley Canned Cat Food, 2.8-oz, case of 24",Hill's Science Diet,31.92,35.49,26,4.6,88,"The delectable taste of high quality seared tuna and carrots in a mouthwatering sauce.,Includes key nutrients to provide uncompromising nutrition.,Contains components such as taurine to help maintain vision and heart function.,Free of artificial flavors and preservatives for the perfect balance of taste and nutrition.,A complete and balanced diet recommended for adult cats 1-6 years of age.",,Wet Food,Adult,Chunks in Gravy,,Can
48859,Hill's Science Diet Adult Hairball Control Chicken Recipe Dry Cat Food,Hill's Science Diet,41.99,46.99,91,4.8,97,"High-quality proteins help your cat maintain a healthy weight and natural fiber stops hairballs.,Omega-6 fatty acids and vitamin E work together to promote a healthy skin and coat.,Antioxidant and vitamin blend work together to help support a healthy immune system.,Made from natural, high-quality ingredients without any artificial colors, flavors or preservatives.,Made in the USA, this is a complete and balanced diet recommended for adult cats.",15.5,Dry Food,Adult,,,
132405,"Purina Beyond Arctic Char & Spinach Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",Purina Beyond,11.04,0.0,64,4.5,91,"Grain-free pate cat food made with natural, real and recognizable ingredients.,A simple recipe that works together to help support a happy and healthy life.,Contains essential vitamins and minerals to provide complete and balanced nutrition.,Includes real arctic char as the first ingredient, plus spinach, carrot, chicken, liver and fish broth.,Contains no corn, wheat, soy, or poultry by-product meal or artificial colors, flavors or preservatives.",2.66,Wet Food,Adult,Pate,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
86768,Nutro Wholesome Essentials Hairball Control Chicken & Brown Rice Recipe Adult Dry Cat Food,Nutro,34.49,37.99,103,4.5,94,"Crafted with vitamins, minerals and other nutrients.,Features real chicken as the very first ingredient for the high-quality protein and flavor your adult feline deserves.,Helps reduce hairballs with a natural fiber blend.,Contains non-GMO ingredients sourced from Nutro's trusted suppliers and farmers.,Made without corn, wheat, soy protein, chicken by-product meal or artificial preservatives, colors or flavors.",14.0,Dry Food,Adult,,"No Corn No Wheat No Soy, Non-GMO",
49534,Hill's Science Diet Adult 11+ Chicken Recipe Dry Cat Food,Hill's Science Diet,37.99,41.99,161,4.6,94,"Exclusive multivitamin blend helps keep older cats more agile, alert and interactive.,Ingredients are easy-to-digest and provide optimal nutrients to support eye, heart, kidney and joint health.,Antioxidant and vitamin blend work together to help support a healthy immune system.,Made from natural, high-quality ingredients without any artificial colors, flavors or preservatives.,Made in the USA, this is a complete and balanced diet recommended for adult cats 11 years of age and older.",15.5,Dry Food,Adult,,,
49006,Hill's Science Diet Adult Savory Salmon Entree Canned Cat Food,Hill's Science Diet,32.88,37.99,67,4.4,89,"The delectable taste of high quality lean protein promotes lean muscle.,Includes key nutrients to help maintain an ideal body weight and is easy to digest.,Contains components such as taurine to help maintain vision and heart function.,Free of artificial flavors and preservatives for the perfect balance of taste and nutrition.,A complete and balanced diet recommended for adult cats 1 to 6 years of age.",,Wet Food,Adult,Minced,,Can
126683,Crave with Protein from Salmon & Ocean Fish Adult Grain-Free Dry Cat Food,Crave,31.47,32.99,125,4.7,94,"Real salmon is the very first ingredient in this protein-rich, grain-free food.,Feed your friend like his wildcat ancestors with a 40% protein food that also includes protein-rich vegetables, along with other meat and vegetable meals.,Contains no chicken by-product meal, soy, corn or wheat.,Provides the nutrients needed to develop and maintain a lean, healthy body, strong immune systems and the energy to run and play.,Cooked and processed in U.S. facilities using the finest ingredients from around the world.",10.0,Dry Food,Adult,,"Grain-Free, High-Protein, No Corn No Wheat No Soy",
122367,"Instinct by Nature's Variety Grain-Free Minced Recipe with Real Rabbit Wet Cat Food Cups, 3.5-oz, case of 12",Instinct,23.88,0.0,66,3.9,83,"Features cuts of farm-raised rabbit in a savory gravy.,Includes whole-food ingredients you can see, like carrots, spinach and cranberries.,Delicious minced texture entices your cat to take a bite and unlock his ability to thrive.,Never contains any grain, potato, corn, wheat, soy, by-product meal or artificial colors or preservatives.,Made in the USA with the finest ingredients from around the world.",3.5,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy",Can
88003,"Royal Canin Aging 12+ Loaf In Sauce Canned Cat Food, 5.8-oz, case of 24",Royal Canin,42.98,47.3,72,4.4,90,"Optimal balance between proteins, fats & carbohydrates.,Supports long-term palatability & and dietary satisfaction.,High levels of essential fatty acids, EPA & DHA, to support joints.,Reduced phosphorus levels help support kidney health in older cats.,Loaf in sauce is easier on the sensitive teeth and gums of older cats.",8.7,Wet Food,Senior,Pate,,Can
49763,Diamond Naturals Active Chicken Meal & Rice Formula Dry Cat Food,Diamond,25.99,0.0,101,4.7,95,"Made for active cats, pregnant or nursing adult cats and kittens with real cage-free chicken followed by other whole foods for lean nutrition and to help support strong muscles.,Natural recipe with added vitamins and powerful antioxidants from real fruits and vegetables support overall health, while omega-3 and omega-6 fatty acids support healthy skin and coat.,Nutrient-rich and highly digestible recipe made with proprietary probiotic blend to help support your cat companion’s digestive health.,Made with no corn, wheat, filler, artificial flavors, colors or preservatives and contains taurine to support your pal’s overall health.,Made in the USA by a family owned and run company with the most scientifically advanced food safety protocols because your pal deserves nothing but the best!",18.0,Dry Food,Adult,,"No Corn No Wheat No Soy, Pea-Free",
67958,"Purina Pro Plan Savor Adult Sole & Vegetable Entree in Sauce Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,29,4.7,100,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real sole complemented by vegetables in sauce provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
51557,Blue Buffalo Wilderness Turkey Grain-Free Canned Cat Food,Blue Buffalo,28.32,35.4,107,4.0,81,"Grain-free recipe starts with protein-rich turkey as the first ingredient to support lean muscles and satisfy a carnivorous appetite.,Packed with vitamins, minerals, omega-3 fatty acids, taurine and essential amino acids to support overall health.,Loaded with tasty moisture so it's a great way to add hydration to help support digestive and urinary health.,Zero chicken or poultry by-product meals, corn, wheat, gluten or soy so it’s great for kitties with food sensitivities or allergies.,Provides a balanced and complete diet for cats of all ages, with no artificial flavors or preservatives.",,Wet Food,Adult,Pate,"High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
124879,"Sheba Perfect Portions Grain-Free Multipack Roasted Chicken, Gourmet Salmon & Signature Tuna Cuts in Gravy Cat Food Trays, 2.6-oz, case of 18 twin-packs",Sheba,14.4,16.0,70,4.7,99,"Variety pack combines three grain-free recipes and meaty cuts that cats love.,Each formula is made with real ingredients like cuts of chicken, salmon and tuna in gravy.,With vitamins, minerals, and taurine for a complete, balanced diet for adult cats, nursing moms and kittens.,Perfect to feed as a complete meal on its own or as a tasty dry food topper, with easy-to-open, no refrigeration needed tear packages.,Made in the USA with no grain, corn, wheat, gluten, or soy, so it’s great for kitties with sensitivities.",2.97,Wet Food,Adult,Chunks in Gravy,"Grain-Free, No Corn No Wheat No Soy, Pea-Free","Tray, Variety Pack"
59062,"BFF OMG Tuna & Turkey Tickles Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12",BFF,13.49,14.49,104,4.6,97,"Wild-caught tuna and turkey are the top ingredients for animal-sourced protein to support healthy muscles and activity.,Low carb and packed with amino acids, vitamins, omega-3 fatty acids, minerals and essential taurine for overall health and well-being.,Loaded with tasty broth-based gravy so it's a great way to add hydration to help support digestive and urinary health.,Protein as the major source of calories to meet the nutritional needs of carnivores and provides a balanced diet for cats of all ages.,Made in food safe facilities free of grain, gluten and MSG in easy-to-open, BPA-free pouches; great for serving alone or as a kibble topper.",2.25,Wet Food,Adult,Chunks in Gravy,"Gluten Free, Grain-Free, No Corn No Wheat No Soy, Pea-Free, Non-GMO",Pouch
75629,"Blue Buffalo Healthy Gourmet Pate Kitten Chicken Entree Canned Cat Food, 3-oz, case of 24",Blue Buffalo,16.62,29.91,69,4.5,91,"Gourmet kitten recipe starts with protein-rich chicken as the first ingredient to support strong muscles and healthy energy.,Loaded with garden-grown veggies, cranberries and wholesome brown rice, plus vitamins, minerals and essential taurine for overall health.,Good source of omega-3 and 6 fatty acids sourced from flaxseeds to help promote a healthy skin and coat.,Provides tasty moisture made from real broth to keep your kitty hydrated and support urinary health.,Made in the USA with zero by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",,Wet Food,Kitten,Pate,"No Corn No Wheat No Soy, Pea-Free",Can
52006,Wellness CORE Grain-Free Indoor Chicken & Chicken Liver Recipe Canned Cat Food,Wellness,63.84,0.0,170,4.3,91,"100% grain-free adult recipe is made with chicken and chicken liver as the top ingredients for the protein needed to support lean muscles.,Loaded with antioxidant-rich cranberries along with vitamins, balanced minerals, EPA and DHA omegas and essential taurine to support immunity and well-being.,Your kitty will love the delicious flavor and smooth pate texture, as a meal on its own or poured over kibble as a tasty meal topper.,Helps keep your pal hydrated and supports urinary health with healthy moisture from real broth in every can.,Made in the USA with the world’s finest ingredients without any grains, carrageenan, or artificial preservatives, colors or flavors.",8.25,Wet Food,Adult,Pate,"High-Protein, Indoor, Grain-Free, No Corn No Wheat No Soy, Gluten Free",Can
67938,"Purina Pro Plan Savor Adult Beef & Cheese Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,37,4.7,97,"Real tender beef and cheese in gravy provides the ultimate texture and taste your cat craves.,100% complete and balanced diet specifically formulated to support a healthy lifestyle for adult cats.,Helps to encourage healthy skin and a beautiful, shiny coat.,Essential nutrients help support a healthy immune system.,Savory gravy not only adds flavor but it also adds moisture to every bite.",,Wet Food,Adult,Chunks in Gravy,,Can
98677,Rachael Ray Nutrish Zero Grain Indoor Chicken & Potato Recipe Grain-Free Natural Dry Cat Food,Rachael Ray Nutrish,18.16,33.99,142,4.5,91,"Features real U.S. farm-raised chicken as the very first ingredient along with a natural fiber blend of peas and pumpkin to support healthy digestion.,Contains zero grains, gluten, fillers or poultry by-product meal.,Made without artificial colors, flavors or preservatives because your cat deserves real nutrition.,Fortified with added vitamins, minerals and amino acids for adult indoor cats.,Proudly prepared and cooked in the USA.",12.0,Dry Food,Adult,,"Grain-Free, Gluten Free, Indoor",
75921,"Fancy Feast Medleys Tastemakers White Meat Chicken & Tuna Recipe Canned Cat Food, 3-oz, case of 24",Fancy Feast,20.4,21.49,45,4.7,95,"Bistro-inspired wet food recipe features real chicken, tuna and veggies in sauce for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for all cats, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",5.3,Wet Food,Adult,Chunks in Gravy,,Can
122117,"Hill's Prescription Diet k/d Kidney Care + Mobility Care with Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,48.99,0.0,51,4.5,92,"Controlled phosphorous and low sodium help protect vital kidney and heart function.,High levels of essentials amino acids for building muscle protein improve the ability to walk, run and jump in as little as 28 days.,Enriched with antioxidants and therapeutic levels of omega-3 fatty acids.,Formulated to increase vitality and alertness in older cats, as well as improve joint function.,Made in the USA with thoughtfully sourced ingredients and superior quality.",4.35,Wet Food,Adult,Stew,"Pea-Free, Veterinary Diet",Can
58939,Weruva Cats in the Kitchen Fowl Ball Chicken & Turkey Au Jus Grain-Free Canned Cat Food,Weruva,44.99,47.99,180,4.2,85,"Gourmet recipe is made with chicken and turkey as the first ingredients so it’s high in protein sourced from real meat.,Formulated to satisfy a carnivore’s cravings for animal protein, with savory gravy in every easy-open can.,Provides a balanced blend of amino acids, vitamins, minerals and taurine for heart and vision health.,Broth-based au jus makes it appealing to picky eaters, and provides adequate hydration to support overall well-being.,100% grain-free, carrageenan-free, gluten-free, complete and balanced meal in every can, with zero antibiotics, hormones, GMOs or MSG.",,Wet Food,Adult,Bits in Broth,"Grain-Free, Gluten Free, Pea-Free, Non-GMO",Can
99971,Meow Mix Seafood Medley Dry Cat Food,Meow Mix,7.74,12.99,57,4.6,96,"Omega fatty acids for skin and coat health,Provides all the essential vitamins and minerals your cat needs,Tuna, shrimp, crab and trout flavors are sure to be an instant hit,100% complete and balanced nutritious diet for adult cats,Made right here in the USA",14.2,Dry Food,Adult,,,
143738,"Rachael Ray Nutrish Purrfect Broths All Natural Grain-Free Variety Pack Cat Food Topper, case of 12",Rachael Ray Nutrish,13.69,14.88,70,4.0,83,"These all-natural meal complements for cats are made with real white-meat chicken or real flaked tuna, mixed with veggies in a delectably creamy broth.,Lickable delicacies with all the tastes and textures sure to delight even the finickiest of felines.,Convenient pouches make it easy-to-open and pour, even in a hurry, and a variety pack allows you to switch recipes during the week to tempt your feline friend.,These toppers are made with no grain, corn, wheat, or soy ingredients, making it ideal for cats with sensitivities.,No poultry by-product meal, artificial flavors, colors or artificial preservatives—just a delicious, all-natural bite.",1.05,Food Topping,Adult,Bits in Broth,"No Corn No Wheat No Soy, Grain-Free, Pea-Free","Variety Pack, Pouch"
102003,"Wellness Minced Poultry Pleasers Variety Pack Grain-Free Canned Cat Food, 5.5-oz, case of 30",Wellness,62.69,0.0,55,4.7,96,"Grain-free variety pack includes poultry-packed recipes with chicken and turkey as the top ingredients.,All formulas are cooked in a delicious broth-based gravy that cats find simply irresistible.,Provides the variety cats love, plus all the nutrients they need to stay healthy, like vitamins, minerals and taurine.,Helps keep your pal hydrated and supports urinary health with plenty of moisture and water from broth.,Made with zero grains, corn, wheat, gluten, soy or artificial colors, flavors or preservatives, so it’s great for kitties with food allergies or sensitivities.",,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy","Can, Variety Pack"
150415,"Merrick Purrfect Bistro Seafood Grain-Free Variety Pack Canned Cat Food, 5.5-oz, case of 12",Merrick,19.79,0.0,26,3.7,73,"Rich in animal protein and 100% grain-free, with fish as the first ingredient.,Helps maintain a healthy weight for adult cats.,Omega-6 and 3 fatty acids nourish skin and fur.,Antioxidants help support a healthy immune system.,Cooked in the USA with the world's best ingredients.",4.12,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein, Pea-Free","Variety Pack, Can"
75621,"Blue Buffalo Healthy Gourmet Meaty Morsels Tuna Entree Canned Cat Food, 3-oz, case of 24",Blue Buffalo,26.39,0.0,48,4.3,79,"Gourmet recipe starts with protein-rich tuna as the first ingredient to support strong muscles and healthy energy.,Loaded with garden-grown veggies, cranberries and wholesome brown rice, plus vitamins, minerals and essential taurine for overall health.,Good source of omega-3 and 6 fatty acids sourced from flaxseeds to help promote a healthy skin and coat.,Provides tasty moisture made from real broth to keep your kitty hydrated and support urinary health.,Made in the USA with zero by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",,Wet Food,Adult,Chunks in Gravy,"No Corn No Wheat No Soy, Pea-Free",Can
64711,Blue Buffalo Freedom Indoor Adult Fish Recipe Grain-Free Dry Cat Food,Blue Buffalo,33.98,0.0,112,4.8,96,"Starts with real whitefish first for the high-quality protein your kitty deserves.,Specially crafted for adult indoor cats, this recipe purr-vides balanced calories from protein and fat to promote a healthy weight.,Features natural fiber sources for healthy digestion.,Made with LifeSource Bits—a blend of antioxidants, minerals and vitamins chosen by vets and animal nutritionists to support your pet’s immune health, life stage requirements and a healthy oxidative balance.,Grain-free and gluten-free natural cat kibble made without poultry by-product meals, corn, wheat, soy, artificial flavors or preservatives.",11.0,Dry Food,Adult,,"Indoor, Grain-Free, Gluten Free, No Corn No Wheat No Soy",
143730,"Rachael Ray Nutrish PEAK Natural Grain-Free Variety Pack Wet Cat Food, 2-oz, case of 12",Rachael Ray Nutrish,12.79,12.99,49,3.6,82,"Mouth-watering recipes are available in 3 delectable flavors, piled into one variety pack: Woodland Catch, Wetlands, and Costal Range.,This nutrient-packed meal is made with food your cat instinctively craves.,Boosted only with added vitamins, minerals and taurine, this complete meal is sure to give your feline friend all the nutrition they need.,This high-protein food is made with no grain, gluten or filler ingredients, so you can trust what you’re serving your cat is as healthy as it is affordable.,A palatable plate with all the tastes and textures sure to please even the finickiest of felines.",1.5,Wet Food,Adult,Shredded,"Grain-Free, Gluten Free, High-Protein, Pea-Free","Tray, Variety Pack"
131325,"Iams Perfect Portions Optimal Metabolism Chicken Recipe Pate Grain-Free Cat Food Trays, 2.6-oz, case of 24 twin-packs",Iams,22.32,23.76,44,4.5,89,"Savory pate-style food comes packed in convenient, easy-to-open tubs that eliminate the mess of leftovers in your refrigerator.,Real chicken is the very first ingredient for a taste he’s sure to love.,Wholesome grain-free recipe is made with no artificial preservatives; formulated to provide complete and balanced nutrition.,Enriched with vitamin E to support his healthy immune system, as well as L-carnitine for metabolism and weight maintenance.,Can be served as a complete meal or an enticing topper over dry kibble to add variety to his diet.",3.9,Wet Food,Adult,Pate,"Grain-Free, Pea-Free",Tray
89715,PureBites Duck Freeze-Dried Raw Cat Treats,PureBites,3.49,4.99,132,4.0,83,"PureBites uses a delicate freeze-drying process that preserves the nutritional integrity of fresh whole food - only water is removed, preserving all the characteristics and natural nutrition of fresh raw duck,Each piece of PureBites Duck Freeze-Dried Cat Treats has less than 3 calories per treat  so  you can feel good about offering your cat these delectable snacks,These treats are freeze-dried raw to lock in the aroma, texture and freshness that cats crave,High in protein and 100% natural, pure and easy to digest without any added preservatives,Ideal for cats with health issues or pets that are overweight, diabetic, have allergies, gastrointestinal disorders, or are on a restricted diet",,Freeze-Dried,Adult,,"High-Protein, Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Raw",
