brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
Meow Mix,"{'Item Number': '149742', 'Weight': '5.675\xa0pounds', 'Packaging Type': 'Variety Pack, Tray', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Three easy-to-serve recipes in one variety pack—Chicken Breast, Chicken & Beef, and Chicken & Turkey—all in a savory broth.,Specially designed 1.3-oz single-serve, mess-free portions, so there are no leftovers and no cleanups necessary.,100% complete and balanced nutrition for your adult cat’s maintenance with vital protein and vegetables.,With these easy-to-open cans, you won’t need to hassle with a fork or spoon, so it’s easy to serve your pal.,Made with yummy, nutritious ingredients and essential vitamins and mineral, but no fillers or meat by-products.",4.56,98,0,"Meow Mix Simple Servings Poultry Variety Pack Cat Food Trays, 1.3-oz, case of 12",4.3,88
Purina Pro Plan,"{'Item Number': '67902', 'Weight': '7.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult'}","Designed to help maintain your cat's urinary tract health by reducing urinary pH and providing low dietary magnesium.,Omega fatty acids and high-quality protein help support healthy skin and coat.,Made with real chicken for a taste cats love to devour!,Calcium, phosphorus and other nutrients help support bones and healthy joints.,100% complete and balanced nutrition for adult cats with no added artificial colors or flavors.",19.98,261,0,Purina Pro Plan Focus Adult Urinary Tract Health Formula Dry Cat Food,4.1,82
Hill's Prescription Diet,"{'Item Number': '106409', 'Weight': '6.35\xa0pounds', 'Brand': ""Hill's"", 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Weight Control, Pea-Free, Veterinary Diet'}","A tasty chicken flavor kibble that’s specially formulated to manage your cat’s weight and urinary health,Delicious recipe made with healthful ingredients including a unique fiber blend of fruits and vegetables,With controlled levels of magnesium, calcium and phosphorus to naturally work with your chubby kitty’s unique metabolism,A hearty, savory dish to help your cat feel full and satisfied between meals,Helps reduce weight and improve urinary health",47.99,34,0,"Hill's Prescription Diet Metabolic + Urinary Stress, Weight + Urinary Care Chicken Flavor Dry Cat Food, 6.35-lb bag",4.6,94
Instinct,"{'Item Number': '49694', 'Weight': '4.8\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': ""Nature's Variety"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, Gluten Free, No Corn No Wheat No Soy'}","Farm-raised rabbit is the first ingredient in this savory recipe that’s packed with animal protein for strong, lean muscles.,Made with 95% rabbit and pork liver; 5% vegetables, fruits and other wholesome ingredients; and 0% grain.,Free of grain, potato, corn, wheat, soy, by-product meal, artificial colors or preservatives.,Delicious pate also includes natural omega fatty acids to promote healthy skin and coat.,Proudly made in the USA with the finest ingredients from around the world.",39.48,281,0,Instinct by Nature's Variety Original Grain-Free Real Rabbit Recipe Natural Wet Canned Cat Food,4.5,92
Merrick,"{'Item Number': '150413', 'Weight': '4.12\xa0pounds', 'Packaging Type': 'Variety Pack, Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein, Pea-Free'}","Rich in animal protein and 100% grain-free, with poultry as the first ingredient.,Helps maintain a healthy weight for adult cats.,Omega-6 and 3 fatty acids nourish skin and fur.,Antioxidants help support a healthy immune system.,Cooked in the USA with the world's best ingredients.",19.79,43,0,"Merrick Purrfect Bistro Poultry Grain-Free Variety Pack Canned Cat Food, 5.5-oz, case of 12",3.9,86
Tiny Tiger,"{'Item Number': '141881', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Grain-free paté features real turkey as the first ingredient for the protein and flavor cats crave.,Provides high-quality animal protein for the amino acids needed to maintain lean, active muscles.,A complete and balanced meal in every bowl, with vitamins, minerals and essential taurine.,Real broth provides the necessary moisture levels to help add daily hydration to meals.,Manufactured in the USA with ingredients from around the world, and never any grains, corn, wheat, soy or carrageenan.",12.99,206,0,"Tiny Tiger Pate Turkey and Giblets Recipe Grain-Free Canned Cat Food, 3-oz, case of 24",4.1,83
Meow Mix,"{'Item Number': '99979', 'Weight': '3.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult'}","Crunchy on the outside, soft and meaty inside your cat will find irresistible,Contains nutrients needed to support healthy skin and coat,Provides all the essential vitamins and minerals your cat needs,Special vitality bursts provides antioxidants needed to support immunity,Made right here in the USA",3.39,77,3.99,Meow Mix Tender Centers Tuna & Whitefish Dry Cat Food,4.8,99
Instinct,"{'Item Number': '59657', 'Weight': '4.8\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': ""Nature's Variety"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Limited Ingredient Diet, Grain-Free, Gluten Free, No Corn No Wheat No Soy'}","Features a purposefully simple ingredient list for cats with food sensitivities–just one animal protein and one vegetable.,Cage-free turkey is the first ingredient, an easily-digestible, flavorful protein that provides all the essential amino acids she needs.,Delicious pate is formulated with vitamins and minerals to deliver complete and balanced nutrition.,Made free of chicken, beef, fish, dairy, eggs, grain, potato, corn, wheat or soy.,Proudly made in the USA with the finest ingredients from around the world.",28.68,217,0,Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Real Turkey Recipe Natural Wet Canned Cat Food,4.0,85
Purina Pro Plan Veterinary Diets,"{'Item Number': '64880', 'Weight': '10.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Pea-Free, Veterinary Diet'}","Gastrointestinal upset is one of the most common reason cats visit the vet. It can be caused by many factors and generally impairs a cat's ability to digest and absorb nutrients.,Purina Pro Plan Veterinary Diets EN has been specifically formulated with the high protein levels that your cat needs, as well as prebiotics and low fiber to support intestinal health.,It has excellent palatability, low carbohydrates, and moderate fat levels so it provides your cat with optimized nutrition.,Suited for cats that have gastritis and enteritis, inflammatory bowel disease, pancreatitis, and other diseases of the intestinal tract.,Made in the USA!",49.99,87,0,Purina Pro Plan Veterinary Diets EN Gastroenteric Formula Dry Cat Food,4.6,91
Instinct,"{'Item Number': '86172', 'Weight': '4.8\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': ""Nature's Variety"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Limited Ingredient Diet, Grain-Free, Gluten Free, No Corn No Wheat No Soy'}","Features a purposefully simple ingredient list for cats with food sensitivities–just one animal protein and one vegetable.,Farm-raised rabbit is the first ingredient, an easily-digestible, flavorful protein that provides all the essential amino acids he needs.,Delicious pate is formulated with vitamins and minerals to deliver complete and balanced nutrition.,Made without the use of chicken, beef, fish, dairy, eggs, grain, potato, corn, wheat or soy.,Proudly made in the USA with the finest ingredients from around the world.",41.58,207,0,Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Real Rabbit Recipe Canned Cat Food,4.2,87
9 Lives,"{'Item Number': '177894', 'Weight': '9.75\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Canned food featuring real savory beef to provide your kitty with a decadent meal.,Contains moist and tender grounds with a smooth and rich consistency.,Ideal for kittens and adult maintenance with 100% complete nutrition.,Features an excellent taste your furry friend will love.,Keeps your paw-tner happy and healthy for a long life.",12.6,21,0,"9 Lives Meaty Pate with Real Beef Canned Cat Food, 13-oz, case of 12",3.8,81
Fancy Feast,"{'Item Number': '76075', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Grilled', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Tasty wet food recipe features real meat in gravy for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for all cats, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",15.6,41,17.99,"Fancy Feast Grilled Chicken & Beef Feast in Gravy Canned Cat Food, 3-oz, case of 24",4.7,100
Fancy Feast,"{'Item Number': '76098', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Kitten'}","Kitten wet food recipe features real ocean whitefish in sauce for the high protein needed to support growth and development.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for healthy vision and heart health.,Provides a 100% complete and balanced meal for growing kittens, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth and milk in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",15.6,196,0,"Fancy Feast Kitten Tender Ocean Whitefish Feast Canned Cat Food, 3-oz, case of 24",4.7,95
Friskies,"{'Item Number': '76332', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Wet food recipe features real flaked tuna in sauce for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",12.08,77,12.96,"Friskies Flaked with Tuna in Sauce Canned Cat Food, 5.5-oz, case of 24",4.3,91
Wellness,"{'Item Number': '49264', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Wellness Complete Health, WellPet', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","100% grain-free adult recipe features chicken and herring as the top ingredients for the protein needed to support lean muscles.,Supports the 5 signs of kitty wellness—a lustrous skin and coat, healthy tummies, bright eyes and strong teeth and gums, and plenty of energy and immune health.,Loaded with antioxidant-rich cranberries, vitamins, balanced minerals, omega fatty acids and essential taurine to support immunity and well-being.,Helps keep your pal hydrated and supports urinary health with healthy moisture from real broth in every can.,Made in the USA with the world’s finest ingredients and zero grains and carrageenan, or artificial preservatives, colors or flavors.",39.84,274,0,Wellness Complete Health Chicken & Herring Formula Grain-Free Canned Cat Food,4.6,93
Purina Pro Plan,"{'Item Number': '67899', 'Weight': '16.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Indoor, Pea-Free'}","Specially designed to help your indoor cat thrive featuring real turkey as the #1 ingredient,Made with 42% protein and powerful antioxidants so your beloved cat gets the energy and stamina she needs,High-protein nutrition helps cats maintain a healthy weight, while natural fiber helps to control hairballs,Rich in omega 6 fatty acids for healthy skin and coat along with vitamin A and taurine to help support excellent vision,100% complete and balanced nutrition for adult cats",36.98,96,0,Purina Pro Plan Focus Adult Indoor Care Turkey & Rice Formula Dry Cat Food,4.6,97
Kitten Chow,"{'Item Number': '155804', 'Weight': '13.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Kitten', 'Special Diet': 'High-Protein, Pea-Free'}","Crafted with real chicken as the very first ingredient for the high-quality protein your growing kitten needs.,Contains essential nutrients that are similar to those found in mother’s milk.,DHA is an omega-3 fatty acid that helps support your kitten’s brain and vision development.,Every serving offers 100% complete and balanced nutrition.,Formulated with natural ingredients just for kitten companions.",13.98,121,15.99,Kitten Chow Naturals Dry Cat Food,4.8,100
Fancy Feast,"{'Item Number': '155543', 'Weight': '2.66\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Real chicken broth and chicken are the first ingredients, delivering a protein-packed flavor she'll crave.,Made without artificial colors, flavors or preservatives for a meal that's as real as it is delicious.,Free from unnecessary fillers, by-products, corn and soy, because your kitty deserves the best.,Offers 100% complete and balanced nutrition to nourish your cat's overall health.,Made with vitamins and minerals to meet your feline's nutritional needs every day.",10.2,358,11.39,"Fancy Feast Gourmet Naturals White Meat Chicken Recipe in Gravy Canned Cat Food, 3-oz, case of 12",4.5,96
Hill's Prescription Diet,"{'Item Number': '112393', 'Brand': ""Hill's"", 'Food Form': 'Treats', 'Lifestage': 'Adult', 'Special Diet': 'Weight Control, Veterinary Diet'}","These kitty treats are healthy and rewarding snacks for adult cats to support healthy weight loss and weight maintenance.,These treats help to control hunger by keeping pets feeling full and satisfied between meals.,Designed to complement the nutrition found in Hill's Prescription Diet Feline Metabolic Advanced Weight Solution pet food, m/d Feline, r/d Feline or w/d Feline.,Adorable, crunchy heart-shaped treats are a perfect size for your furry friend.,Highly palatable flavor makes these delectable bites easy to feed and easily loved by your cat.",4.79,114,4.99,"Hill's Prescription Diet Metabolic Weight Management Cat Treats, 2.5-oz bag",4.8,96
Blue Buffalo,"{'Item Number': '51552', 'Weight': '11.0\xa0pounds', 'Brand': 'Blue Wilderness', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Weight Control, Grain-Free, No Corn No Wheat No Soy'}","100% grain-free weight control recipe features lean chicken as the first ingredient to help support strong muscles.,Supports healthy digestion with probiotics, and helps maintain an ideal weight with balanced calories from proteins and fats.,Packed with omegas, amino acids and LifeSource Bits―an exclusive blend of antioxidants, vitamins, and minerals―to support a healthy immune system and urinary health.,Promotes a healthy skin and coat with omega-3 and 6 fatty acids, vision and heart health with essential taurine, and a healthy metabolism with l-carnitine.,Made in the USA with zero grains, chicken or poultry by-product meals, corn, wheat, gluten or soy so it’s great for kitties with food sensitivities or allergies.",35.98,167,36.98,Blue Buffalo Wilderness Weight Control Chicken Recipe Grain-Free Dry Cat Food,4.7,96
Purina Beyond,"{'Item Number': '79014', 'Weight': '6.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy'}","Real salmon is the #1 ingredient along with other high quality protein sources like chicken meal, pea protein, and eggs.,Complete and balanced meal for adult cats that includes healthy whole grains like barley, oat meal, and brown rice which are a high quality source of carbohydrates and fiber sources.,Contains no corn, wheat, soy, poultry by-product meals, added artificial colors, flavors or preservatives, so you can feel confident about feeding to your loved one.,Added Taurine, an amino acid, helps support normal heart muscle function and eyesight. Cranberries, tomatoes, and spinach add an extra nutrient boost for your cat.,Made in the USA in Purina's own facilities!",15.9,131,0,Purina Beyond Simply Salmon & Whole Brown Rice Recipe Dry Cat Food,4.8,98
Cat-Man-Doo,"{'Item Number': '50375', 'Weight': '4\xa0ounces', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds, Giant Breeds', 'Food Form': 'Treats, Dehydrated, Food Topping', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, Limited Ingredient Diet'}","These flakes work as a healthy meal additive or nutritious treat, sure to get your pup's tail wagging or your cat's chest purring.,Highest quality flakes on the market, derived from a single protein source.,Contains Taurine, an essential dietary requirement for feline health.,High in protein to give your precious pet energy, while still being low in calories and fat.,Natural fish oils will keep your cat or dog’s fur shiny and beautiful.",19.69,391,33.29,Cat-Man-Doo Extra Large Dried Bonito Flakes Cat & Dog Treats,4.7,95
Blue Buffalo,"{'Item Number': '84982', 'Weight': '15.0\xa0pounds', 'Brand': 'Blue Life Protection', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy'}","Starts with real deboned chicken followed by turkey for the high-quality protein your kitties deserve.,Features wholesome grains, garden veggies and fruit.,Specially crafted for homes with multiple cats and contains omega-3 and omega-6 fatty acids help promote healthy skin and a lustrous coat.,Made with LifeSource Bits—a blend of antioxidants, minerals and vitamins chosen by vets and animal nutritionists to support your pets' immune health, life stage requirements and a healthy oxidative balance.,All-natural cat kibble made without poultry by-product meals, corn, wheat, soy, artificial flavors or preservatives.",34.98,220,35.98,Blue Buffalo Multi-Cat Health Chicken & Turkey Recipe Adult Dry Cat Food,4.6,92
Stella & Chewy's,"{'Item Number': '143116', 'Weight': '1.125\xa0pounds', 'Food Form': 'Freeze-Dried', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Limited Ingredient Diet, Raw, Pea-Free'}","Made with wild-caught salmon and ground bone, along with farm-raised chicken raised without antibiotics or hormones, including organs and ground bone.,Real raw nutrition in the convenience of freeze-dried nuggets; serve as is or rehydrate by adding water.,Formulated to mimic a feline’s natural diet; never contains grains, glutens, fillers, artificial preservatives or colorings.,Complete and balanced nutrition is enhanced with probiotics to aid in healthy digestion—perfect for the cat with a sensitive stomach.,Proudly made in the USA with ingredients responsibly sourced from trusted and reputable suppliers.",39.99,243,0,Stella & Chewy's Yummy Lickin' Salmon & Chicken Dinner Morsels Freeze-Dried Raw Cat Food,4.4,90
Wellness,"{'Item Number': '119859', 'Weight': '3.975\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Brand': 'Wellness CORE, WellPet', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Pea-Free'}","Packed by hand with delicate shreds of real meat in a delectable sauce.,Carefully sourced ingredients includes chicken liver as a rich source of vitamin A, D and B.,Also has sunflower oil that contains essential fatty acids for a healthy coat.,Offers a healthy protein blend and adds hydration to his diet for urinary support.,Complete and balanced nutrition comes in convenient serving sizes for everyday feeding.",31.8,156,0,Wellness CORE Signature Selects Shredded Boneless Chicken & Turkey Entree in Sauce Grain-Free Canned Cat Food,4.1,85
Earthborn Holistic,"{'Item Number': '51275', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult, Kitten', 'Special Diet': 'Grain-Free, Gluten Free'}","Adult and kitten formula is loaded with protein from easily-digestible tuna and salmon as the top ingredients to support growing muscles.,Guaranteed levels of nutrients like vitamins and minerals to support a healthy immune system, and taurine for heart and vision health.,Contains omega-3 and 6 fatty acids to nourish skin and fur, and natural fibers to support gastrointestinal health.,Zero grains or anything artificial, so it’s also great for kitties with sensitivities or food allergies, and supports urinary health with plenty of moisture from real broth.,Every can provides a complete and balanced meal, on its own or as a delicious kibble topper; made with dolphin-safe fish.",38.16,201,0,Earthborn Holistic Harbor Harvest Grain-Free Natural Canned Cat & Kitten Food,4.6,95
Sheba,"{'Item Number': '124877', 'Weight': '2.97\xa0pounds', 'Packaging Type': 'Tray, Variety Pack', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Variety pack combines three grain-free recipes and meaty pate texture that cats love.,Each formula is made with real ingredients like chicken, salmon and turkey pate in natural juices.,With vitamins, minerals, and taurine for a complete, balanced diet for adult cats, nursing moms and kittens.,Perfect to feed as a complete meal on its own or as a tasty dry food topper, with easy-to-open, no refrigeration needed tear packages.,Made in the USA with no grain, corn, wheat or soy, so it’s great for kitties with sensitivities.",14.4,106,16.0,"Sheba Perfect Portions Grain-Free Multipack Savory Chicken, Delicate Salmon & Roasted Turkey Pate Cat Food Trays, 2.6-oz, case of 18 twin-packs",4.6,97
Blue Buffalo,"{'Item Number': '46866', 'Weight': '15.0\xa0pounds', 'Brand': 'Blue Life Protection', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy'}","Starts with real deboned chicken first for the high-quality protein your kitty deserves.,Features wholesome grains, garden veggies and fruit.,Contains natural sources of fiber to encourage optimal nutrient absorption and digestive health along with omega-3 and -6 fatty acids to promote healthy skin and a shiny coat for your adult cat.,Made with LifeSource Bits—a blend of antioxidants, minerals and vitamins chosen by vets and animal nutritionists to support your pet's immune health, life stage requirements and a healthy oxidative balance.,All-natural cat kibble made without poultry by-product meals, corn, wheat, soy, artificial flavors or preservatives.",24.77,165,35.98,Blue Buffalo Healthy Living Chicken & Brown Rice Recipe Adult Dry Cat Food,4.6,91
Hill's Science Diet,"{'Item Number': '48862', 'Weight': '15.5\xa0pounds', 'Brand': ""Hill's, Science Diet"", 'Food Form': 'Dry Food', 'Lifestage': 'Senior'}","High-quality proteins supports internal organs and natural fiber stops hairballs.,Omega-6 fatty acids and vitamin E work together to promote a healthy skin and coat.,Antioxidant and vitamin blend work together to help support a healthy immune system.,Made from natural, high-quality ingredients without any artificial colors, flavors or preservatives.,Made in the USA, this is a complete and balanced diet recommended for adult cats.",41.99,170,46.99,Hill's Science Diet Adult 7+ Hairball Control Chicken Recipe Dry Cat Food,4.6,93
Purina ONE,"{'Item Number': '140462', 'Weight': '6.0\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","Features real meat as the very first ingredient for protein-rich nutrition in a smooth, savory pate.,Grain-free recipes are easy to digest and ideal for the cat with food allergies or sensitivities.,Fortified with vitamins and minerals for complete and balanced nutrition whether served as a meal or a delicious topper over dry kibble.,Made in a Purina-owned U.S. facility; enhanced with omega-6 fatty acids for healthy skin and a smooth, shiny coat.,Includes six cans each of Classic Turkey Recipe, Ocean Whitefish Recipe, Classic Beef Recipe, and Classic Chicken Recipe.",20.8,71,0,"Purina ONE Grain-Free Variety Pack Canned Cat Food, 3-oz, case of 24",4.4,92
Blue Buffalo,"{'Item Number': '75592', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Brand': 'Blue Life Protection', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Pea-Free'}","Rich in flavor with tender, succulent pieces of flaked fish and shrimp covered in a savory gravy for an irresistible taste,Made only with wholesome ingredients like delicious, protein-rich fish and shrimp,Healthy garden veggies and antioxidant-rich fruit for added nutrients,No chicken (or poultry) by-product meals, corn, wheat or soy,Made without wheat, known to cause allergies in some cats",25.49,95,28.32,Blue Buffalo Healthy Gourmet Flaked Fish & Shrimp Entree in Gravy Canned Cat Food,4.3,93
Royal Canin,"{'Item Number': '54333', 'Weight': '6.0\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Weight Control'}","Recommended for cats from 1 to 7 years old that have tendency to beg.,Contains dietary fiber sources at levels that help maintain healthy appetite patterns and discourage overeating.,Moderate fat content and L-carnitine helps to limit excess weight gain with adequate daily rations.,L.I.P. digestive science innovation uses protein selected for its high digestibility, which helps reduce stool odor.,Ring-shaped kibble helps to slow ingestion speed and provide necessary nutrients at the right levels.",24.29,80,29.75,Royal Canin Appetite Control Spayed/Neutered Dry Cat Food,4.7,99
Royal Canin,"{'Item Number': '90075', 'Weight': '14.0\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Indoor, Weight Control, Pea-Free'}","Provides the ideal balance between a diet’s energy levels and the activity level of overweight cats.,Helps your cat reach an ideal weight with a low fat, moderate protein count.,Formulated with natural flavors to make a low calorie diet appealing, and enriched with L-carnitine.,Triangular shaped kibble helps encourage chewing and helps reduce plaque formation.,Complete and balanced nutrition with a dietary fiber blend based on science and the specific needs of your cat.",53.99,111,56.69,Royal Canin Weight Care Dry Cat Food,4.7,96
Royal Canin Veterinary Diet,"{'Item Number': '100481', 'Brand': 'Royal Canin', 'Food Form': 'Treats', 'Lifestage': 'Adult', 'Special Diet': 'Veterinary Diet'}","Treats are compatible with Royal Canin Gastrointestinal diets.,Ideal for cats with an upset stomach or digestive sensitivities.,With only 1 calorie per treat, a perfect way to reward your cat.,Supports digestive health with specific nutrients to aid cats experiencing GI issues.,Treats should only make up 10% of your cat’s daily calorie intake.",6.99,145,0,"Royal Canin Veterinary Diet Gastrointestinal Feline Cat Treats, 0.49-lb bag",4.8,99
Purina Pro Plan,"{'Item Number': '67881', 'Weight': '16.0\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult'}","Specially designed to help your adult cat thrive featuring real chicken as the #1 ingredient,Made with 42% protein and powerful antioxidants so your beloved cat gets the energy and stamina she needs,High-protein nutrition helps cats maintain a healthy weight, while natural fiber helps to control hairballs,Vitamin A and linoleic acid, an omega-6 fatty acid, for skin and coat nourishment,100% complete and balanced nutrition for adult cats",36.98,119,0,Purina Pro Plan Focus Adult Hairball Management Chicken & Rice Formula Dry Cat Food,4.8,97
Rachael Ray Nutrish,"{'Item Number': '77985', 'Packaging Type': 'Tray', 'Food Texture': 'Flaked', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Real tuna is the #1 ingredient in this wholesome cat food for any life stage. It's complete and balance nutrition with added vitamins, minerals, and Taurine to support overall wellbeing.,Tuna is naturally rich in omega fatty acids which help to keep your cat's skin healthy and coat shiny.,There's no grain, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,There's no meat by-products or fillers, so you can be confident in feeding your loved one.,There also aren't any artificial flavors, colors, or preservatives, just simple natural ingredients.",24.49,126,26.16,Rachael Ray Nutrish Tuna Purrfection Natural Grain-Free Wet Cat Food,4.3,91
Purina Beyond,"{'Item Number': '112048', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","This chucky style adult cat food is made with real salmon, chicken and accented with sweet potatoes. Vitamins and minerals are added to make this a complete and balanced meal so your cat can live a long, healthy life.,There's no grains, corn, wheat or soy so it's a great option for pet parents that are concerned with allergies, obesity and digestibility.,Quality protein like salmon and chicken are found in this formula and there's no poultry by-product meal, added artificial colors, flavors, or preservatives so you can feel confident about feeding your loved one.,Hearty sweet potatoes are an easily digested source of fiber and tomatoes provide natural vitamins and minerals. Added Taurine helps to support eyesight and heart health.,Made in the USA!",12.05,81,0,"Purina Beyond Grain-Free Salmon & Sweet Potato Recipe in Gravy Canned Cat Food, 3-oz, case of 12",4.4,91
Royal Canin,"{'Item Number': '88005', 'Weight': '8.7\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Pea-Free'}","Designed around a cat's nutritional needs and instinctive preferences.,Provides 100% complete and balanced nutrition.,Made to help reduce stool odors while also support ideal weight maintenance.,Savory loaves are highly palatable while providing a moderate calorie level.,Digest Sensitive features an ideal balance between proteins, fats, and carbohydrates.",42.98,137,47.3,Royal Canin Digest Sensitive Loaf in Sauce Canned Cat Food,4.4,89
Nutro,"{'Item Number': '175960', 'Weight': '5.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Kitten', 'Special Diet': 'Non-GMO'}","Crafted with vitamins, minerals and other nutrients.,Features real chicken as the very first ingredient for the high-quality protein and flavor your kitten deserves.,Calcium encourages strong bones and joints while antioxidants help support healthy immunity.,Rich in DHA, an omega-3 fatty that supports growth and development.,Contains non-GMO ingredients sourced from Nutro's trusted suppliers and farmers.",14.39,93,15.99,Nutro Wholesome Essentials Chicken & Brown Rice Recipe Kitten Dry Cat Food,4.8,98
